RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearEx,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,DepthStratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BySpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth,SurveyIndexArea,DateofCalculation
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,G8,262,1988,10,9,0604,-9,15,D,53.81,-5.7733,53.8217,-5.7617,36E4,61,V,-9,1,1,R,-9,FM,0,1455,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,20,3.1,-9,-9,-9,-9,-9,250,22,250,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,9,142,1988,10,2,1050,-9,15,D,54.315,-3.4833,54.3017,-3.485,37E6,17,V,-9,1,1,R,-9,FM,0,1562,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,189,3.4,-9,-9,-9,-9,-9,150,18,160,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,-9,246,1988,10,8,0600,-9,15,D,54.22,-5.3283,54.2317,-5.3183,37E4,66,V,-9,1,1,R,-9,FM,0,1385,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,20,3,-9,-9,-9,-9,-9,255,22,280,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,-9,258,1988,10,8,1752,-9,15,D,54,-5.76,54.0133,-5.7483,36E4,45,V,-9,1,1,R,-9,FM,0,1645,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,30,3.6,-9,-9,-9,-9,-9,210,36,205,8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,G1,256,1988,10,8,1650,-9,15,D,54.0167,-5.8,54.03,-5.79,37E4,37,V,-9,1,1,R,-9,FM,0,1688,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,30,3.6,-9,-9,-9,-9,-9,205,35,200,8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,G14,248,1988,10,8,0736,-9,15,D,54.3067,-5.0333,54.3217,-5.0367,37E4,134,V,-9,1,1,R,-9,FM,0,1679,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,14,3.6,-9,-9,-9,-9,-9,255,20,280,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,G15,250,1988,10,8,0902,-9,15,D,54.1983,-5.01,54.1683,-5.0217,37E4,98,V,-9,1,1,R,-9,FM,0,3413,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,191,7.4,-9,-9,-9,-9,-9,225,25,280,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,53,124,1988,10,1,1253,-9,15,D,53.825,-3.9533,53.835,-3.9383,36E6,45,V,-9,1,1,R,-9,FM,0,1485,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,27,3.2,-9,-9,-9,-9,-9,205,25,200,6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,54,114,1988,10,1,0600,-9,15,D,53.7433,-3.75,53.745,-3.7283,36E6,41,V,-9,1,1,R,-9,FM,0,1464,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,90,3.2,-9,-9,-9,-9,-9,190,16,180,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,55,113,1988,9,30,1956,-9,15,D,53.5433,-4.0467,53.5583,-4.05,36E5,44,V,-9,1,1,R,-9,FM,0,1689,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,10,3.6,-9,-9,-9,-9,-9,150,8,310,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,6,86,1988,9,29,1913,-9,15,D,54.695,-3.7367,54.6867,-3.7583,38E6,18,V,-9,1,1,R,-9,FM,0,1732,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,240,3.7,-9,-9,-9,-9,-9,305,18,300,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,7,82,1988,9,29,1608,-9,15,D,54.5983,-3.66,54.5917,-3.6817,38E6,19,V,-9,1,1,R,-9,FM,0,1561,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,265,3.4,-9,-9,-9,-9,-9,305,20,300,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,8,140,1988,10,2,0953,-9,15,D,54.3983,-3.5433,54.3867,-3.5317,37E6,18,V,-9,1,1,R,-9,FM,0,1544,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,150,3.3,-9,-9,-9,-9,-9,150,18,160,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,48,25,1988,9,26,1807,-9,15,D,53.55,-3.47,53.55,-3.4917,36E6,27,V,-9,1,1,R,-9,FM,0,1387,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,270,3,-9,-9,-9,-9,-9,250,8,235,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,49,108,1988,9,30,1420,-9,15,D,53.5433,-3.69,53.5333,-3.7,36E6,42,V,-9,1,1,R,-9,FM,0,1293,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,213,2.8,-9,-9,-9,-9,-9,0,0,310,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,5,85,1988,9,29,1748,-9,15,D,54.7283,-3.6,54.715,-3.605,38E6,16,V,-9,1,1,R,-9,FM,0,1481,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,190,3.2,-9,-9,-9,-9,-9,310,20,300,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,50,19,1988,9,26,1305,-9,15,D,53.4283,-3.7717,53.43,-3.7517,35E6,27,V,-9,1,1,R,-9,FM,0,1343,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,90,2.9,-9,-9,-9,-9,-9,265,18,250,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,51,110,1988,9,30,1540,-9,15,D,53.4817,-3.9567,53.4767,-3.9783,35E6,43,V,-9,1,1,R,-9,FM,0,1558,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,242,3.4,-9,-9,-9,-9,-9,0,0,310,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,52,14,1988,9,26,0724,-9,15,D,53.3883,-4.0967,53.3833,-4.0733,35E5,28,V,-9,1,1,R,-9,FM,0,1624,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,120,3.5,-9,-9,-9,-9,-9,220,26,200,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,42,126,1988,10,1,1353,-9,15,D,53.9217,-3.86,53.9333,-3.85,36E6,43,V,-9,1,1,R,-9,FM,0,1486,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,27,3.2,-9,-9,-9,-9,-9,210,27,205,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,43,120,1988,10,1,0947,-9,15,D,53.8367,-3.48,53.8367,-3.5067,36E6,24,V,-9,1,1,R,-9,FM,0,1706,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,270,3.7,-9,-9,-9,-9,-9,190,17,180,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,44,122,1988,10,1,1116,-9,15,D,53.8133,-3.7467,53.8283,-3.7517,36E6,40,V,-9,1,1,R,-9,FM,0,1700,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,330,3.7,-9,-9,-9,-9,-9,205,24,200,6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,45,116,1988,10,1,0720,-9,15,D,53.735,-3.5017,53.735,-3.48,36E6,34,V,-9,1,1,R,-9,FM,0,1381,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,90,3,-9,-9,-9,-9,-9,190,16,180,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,46,104,1988,9,30,1208,-9,15,D,53.6717,-3.4333,53.665,-3.45,36E6,32,V,-9,1,1,R,-9,FM,0,1303,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,244,2.8,-9,-9,-9,-9,-9,315,5,310,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,47,106,1988,9,30,1323,-9,15,D,53.6233,-3.6233,53.6133,-3.6333,36E6,35,V,-9,1,1,R,-9,FM,0,1293,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,218,2.8,-9,-9,-9,-9,-9,290,4,310,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,37,18,1988,9,26,1147,-9,15,D,53.3517,-3.7317,53.3467,-3.7133,35E6,22,V,-9,1,1,R,-9,FM,0,1318,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,107,2.8,-9,-9,-9,-9,-9,260,20,250,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,38,17,1988,9,26,1025,-9,15,D,53.3833,-3.91,53.385,-3.8833,35E6,22,V,-9,1,1,R,-9,FM,0,1804,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,70,3.9,-9,-9,-9,-9,-9,250,30,200,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,39,16,1988,9,26,0940,-9,15,D,53.335,-3.95,53.3367,-3.965,35E6,16,V,-9,1,1,R,-9,FM,0,1002,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,290,2.2,-9,-9,-9,-9,-9,250,30,200,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,4,88,1988,9,29,2033,-9,15,D,54.7633,-3.8483,54.7667,-3.87,38E6,16,V,-9,1,1,R,-9,FM,0,1450,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,280,3.1,-9,-9,-9,-9,-9,305,10,300,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,40,15,1988,9,26,0837,-9,15,D,53.3383,-4.1783,53.3383,-4.1567,35E5,16,V,-9,1,1,R,-9,FM,0,1461,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,90,3.2,-9,-9,-9,-9,-9,220,26,200,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,41,129,1988,10,1,1519,-9,15,D,53.93,-3.605,53.94,-3.5933,36E6,34,V,-9,1,1,R,-9,FM,0,1361,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,37,2.9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,31,102,1988,9,30,1058,-9,15,D,53.5733,-3.3567,53.5783,-3.375,36E6,23,V,-9,1,1,R,-9,FM,0,1372,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,290,3,-9,-9,-9,-9,-9,0,6,310,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,32,23,1988,9,26,1634,-9,17,D,53.4717,-3.3117,53.4683,-3.3433,35E6,16,V,-9,1,1,R,-9,FM,0,2144,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,270,4.1,-9,-9,-9,-9,-9,245,12,235,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,33,24,1988,9,26,1720,-9,15,D,53.5017,-3.3967,53.5017,-3.4217,36E6,17,V,-9,1,1,R,-9,FM,0,1653,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,270,3.6,-9,-9,-9,-9,-9,250,9,235,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,34,22,1988,9,26,1526,-9,15,D,53.43,-3.46,53.435,-3.4383,35E6,16,V,-9,1,1,R,-9,FM,0,1560,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,80,3.4,-9,-9,-9,-9,-9,245,13,235,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,35,21,1988,9,26,1443,-9,15,D,53.4483,-3.5467,53.4533,-3.5233,35E6,18,V,-9,1,1,R,-9,FM,0,1621,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,90,3.5,-9,-9,-9,-9,-9,245,13,230,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,36,20,1988,9,26,1401,-9,15,D,53.41,-3.6067,53.4133,-3.5867,35E6,18,V,-9,1,1,R,-9,FM,0,1367,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,85,3,-9,-9,-9,-9,-9,255,16,240,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,26,92,1988,9,30,0601,-9,15,D,53.8167,-3.335,53.8167,-3.3083,36E6,18,V,-9,1,1,R,-9,FM,0,1772,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,90,3.8,-9,-9,-9,-9,-9,310,10,310,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,27,96,1988,9,30,0755,-9,15,D,53.7383,-3.15,53.7267,-3.15,36E6,10,V,-9,1,1,R,-9,FM,0,1334,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,180,2.9,-9,-9,-9,-9,-9,310,8,310,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,28,118,1988,10,1,0830,-9,15,D,53.73,-3.2967,53.7433,-3.3067,36E6,18,V,-9,1,1,R,-9,FM,0,1588,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,340,3.4,-9,-9,-9,-9,-9,190,16,180,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,29,98,1988,9,30,0904,-9,15,D,53.6317,-3.18,53.6183,-3.1767,36E6,10,V,-9,1,1,R,-9,FM,0,1469,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,175,3.2,-9,-9,-9,-9,-9,120,6,310,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,3,75,1988,9,29,0936,-9,15,D,54.7967,-4.3117,54.7967,-4.2867,38E5,10,V,-9,1,1,R,-9,FM,0,1603,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,90,3.5,-9,-9,-9,-9,-9,320,18,300,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,30,100,1988,9,30,1000,-9,15,D,53.6483,-3.2833,53.6433,-3.3033,36E6,19,V,-9,1,1,R,-9,FM,0,1431,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,243,3.1,-9,-9,-9,-9,-9,0,6,310,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,20,150,1988,10,2,1631,-9,15,D,54.065,-3.545,54.0583,-3.5283,37E6,29,V,-9,1,1,R,-9,FM,0,1355,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,130,2.9,-9,-9,-9,-9,-9,190,16,190,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,21,79,1988,9,29,1234,-9,15,D,54.5,-4.1217,54.5117,-4.1117,37E5,59,V,-9,1,1,R,-9,FM,0,1383,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,13,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,22,148,1988,10,2,1507,-9,15,D,54.0633,-3.835,54.065,-3.8117,37E6,53,V,-9,1,1,R,-9,FM,0,1582,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,90,3.4,-9,-9,-9,-9,-9,190,16,190,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,23,132,1988,10,1,1820,-9,15,D,53.9117,-3.2667,53.9183,-3.2483,36E6,16,V,-9,1,1,R,-9,FM,0,1413,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,70,3.1,-9,-9,-9,-9,-9,220,20,210,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,24,130,1988,10,1,1725,-9,15,D,53.9183,-3.3983,53.9283,-3.3867,36E6,22,V,-9,1,1,R,-9,FM,0,1362,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,35,2.9,-9,-9,-9,-9,-9,210,26,205,6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,25,94,1988,9,30,0710,-9,15,D,53.805,-3.15,53.7933,-3.1667,36E6,12,V,-9,1,1,R,-9,FM,0,1698,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,220,3.7,-9,-9,-9,-9,-9,310,8,310,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,15,81,1988,9,29,1450,-9,15,D,54.5917,-3.94,54.595,-3.9217,38E6,37,V,-9,1,1,R,-9,FM,0,1302,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,80,2.8,-9,-9,-9,-9,-9,9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,16,138,1988,10,2,0828,-9,15,D,54.4633,-3.6933,54.475,-3.6883,37E6,24,V,-9,1,1,R,-9,FM,0,1372,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,10,3,-9,-9,-9,-9,-9,210,18,200,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,17,136,1988,10,2,0723,-9,15,D,54.35,-3.7033,54.36,-3.6933,37E6,33,V,-9,1,1,R,-9,FM,0,1287,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,30,2.8,-9,-9,-9,-9,-9,210,18,200,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
HH,BTS,3,GB,74RY,BT4AI,-9,-9,-9,18,134,1988,10,2,0601,-9,15,D,54.3033,-3.9517,54.3133,-3.9433,37E6,35,V,-9,1,1,R,-9,FM,0,1227,-9,30,-9,-9,-9,-9,-9,-9,-9,-9,30,2.7,-9,-9,-9,-9,-9,210,20,200,5,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20240606
